Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
TOI 3358.01,0.042,0.04,,0.96,,1844.0,1985.0,,8.8088,4.411,10.2,454.84,8334.0,4.354,True,toi
TOI 2927.01,0.233,0.079,,1.31,,2645.0,2267.0,,1.3868,2.413,12.5,890.01,7019.0,4.458,True,toi
TOI 3368.01,0.039,0.035,,1.38,,1804.0,1628.0,,7.2612,3.389,11.7,886.66,6702.0,4.072,True,toi
TOI 3305.01,0.077,0.086,,1.1,,1621.0,1349.0,,2.0253,2.257,11.7,394.44,5297.0,4.524,True,toi
TOI 3256.01,0.003,0.011,,0.58,,1256.0,972.0,,6.3096,2.761,11.5,426.47,5829.0,4.495,True,toi
TOI 3157.01,,,,,,,1281.0,,2.8823,3.6627,12.1,,,,True,toi
TOI 2957.01,0.588,0.213,,2.23,,2521.0,1939.0,,1.5315,2.4818,12.4,888.14,6650.0,4.376,True,toi
TOI 3132.01,0.115,0.062,,1.2,,2100.0,1640.0,,2.2664,2.63,12.0,715.4,6107.0,4.29,True,toi
TOI 3437.01,0.016,0.043,,1.11,,1351.0,1039.0,,4.9873,2.3426,11.9,461.61,6199.0,4.63,True,toi
TOI 3434.01,0.044,0.026,,1.14,,2002.0,672.0,,3.151,0.612,11.2,607.4,5928.0,4.121,True,toi
TOI 2919.01,0.012,0.042,,0.94,,1270.0,999.0,,4.6957,2.633,11.3,332.11,5475.0,4.526,True,toi
TOI 2824.01,0.144,0.077,,1.23,,2075.0,2901.0,,2.2088,4.045,12.1,732.63,5827.0,4.231,True,toi
TOI 2725.01,0.128,0.02,,0.37,,4009.0,2554.0,,0.1847,0.386,11.1,341.37,5959.0,4.568,True,toi
TOI 2856.01,,,,1.04,,,1950.0,,0.5991,1.232,11.3,1238.08,5220.0,,True,toi
TOI 2664.01,0.247,0.371,,2.18,,1536.0,974.0,,3.9603,0.884,9.1,156.29,5863.0,4.427,True,toi
TOI 2877.01,0.097,0.08,,1.53,,1832.0,1451.0,,3.4074,3.111,12.2,805.16,6237.0,4.334,True,toi
TOI 3062.01,0.048,0.065,,1.36,,1594.0,1227.0,,4.8659,5.3235,12.2,774.11,6137.0,4.335,True,toi
TOI 2857.01,0.183,0.032,,0.77,,4242.0,3263.0,,0.6216,1.1571,11.6,802.97,8038.0,4.371,True,toi
TOI 3312.01,,,,,,,867.0,,5.389,3.794,11.0,450.91,,,True,toi
TOI 3244.01,0.21,0.062,,1.92,,2996.0,1715.0,,4.6607,2.863,11.4,1206.98,8608.0,3.942,True,toi
TOI 3168.01,0.045,0.07,,1.24,,1495.0,904.0,,5.1745,2.441,10.4,326.09,5340.0,4.137,True,toi
TOI 3356.01,0.017,0.011,,0.45,,1921.0,1509.0,,2.9122,3.269,11.1,496.0,5513.0,4.097,True,toi
TOI 2656.01,0.001,0.015,,0.84,,1015.0,826.0,,7.7898,3.095,12.2,488.29,5212.0,4.525,True,toi
TOI 2661.01,0.035,0.041,,1.09,,1620.0,1228.0,,3.6258,2.814,12.0,635.04,5606.0,4.298,True,toi
TOI 2797.01,0.032,0.045,,1.16,,1548.0,1292.0,,4.2381,3.385,12.1,642.91,5798.0,4.352,True,toi
TOI 3262.01,0.002,0.016,,0.97,,1080.0,831.0,,12.8771,1.9419,11.0,404.22,5953.0,4.387,True,toi
TOI 2984.01,0.001,0.037,,1.05,,870.0,674.0,,9.1623,2.067,10.4,187.51,4936.0,4.592,True,toi
TOI 2727.01,0.231,0.033,,1.09,,4114.0,1904.0,,0.6712,1.168,11.8,1248.07,5632.0,3.665,True,toi
TOI 2845.01,0.147,0.048,,1.8,,2598.0,1436.0,,3.1455,2.411,12.3,1558.37,6397.0,3.826,True,toi
TOI 3007.01,0.047,0.033,,1.07,,1889.0,1508.0,,4.2769,4.586,11.9,888.5,5691.0,3.964,True,toi
TOI 2940.01,,,,,,,1042.0,,4.5992,3.113,12.5,2168.33,,,True,toi
TOI 3372.01,,,,,,,0.0,,11.0701,4.097,12.3,1521.09,,,True,toi
TOI 3151.01,0.206,0.075,,1.36,,2573.0,1577.0,,1.7258,1.375,11.7,677.68,7235.0,4.44,True,toi
TOI 2964.01,0.089,0.053,,1.16,,2168.0,1810.0,,3.8331,2.906,11.7,644.95,8408.0,4.572,True,toi
TOI 3004.01,0.153,0.072,,1.35,,2286.0,1941.0,,3.2891,2.948,11.2,668.66,6947.0,4.191,True,toi
TOI 3450.01,,,,,,,0.0,,3.6388,3.131,9.3,186.84,,,True,toi
TOI 2728.01,0.236,0.096,,1.39,,2296.0,1557.0,,1.7246,1.979,11.5,635.05,5776.0,4.181,True,toi
TOI 3052.01,0.144,0.04,,1.13,,2955.0,2193.0,,2.3098,3.185,11.7,1049.05,7300.0,4.048,True,toi
TOI 3238.01,,,,,,,1317.0,,3.2247,3.621,11.6,,,,True,toi
TOI 3225.01,,,,,,,884.0,,9.1509,3.522,8.8,,,,True,toi
TOI 3056.01,0.381,0.107,,2.07,,2885.0,1774.0,,1.8093,1.983,12.3,1181.19,6905.0,4.12,True,toi
TOI 2785.01,,,,,,,665.0,,11.5054,2.459,11.8,,,,True,toi
TOI 3474.01,0.095,0.093,,1.26,,1732.0,1437.0,,3.8795,3.647,10.9,420.12,6048.0,4.294,True,toi
TOI 2833.01,,,,,,,1113.0,,4.3897,3.234,11.7,448.29,,,True,toi
TOI 2802.01,0.019,0.012,,0.52,,1951.0,1171.0,,3.5267,2.105,10.5,441.99,5817.0,4.064,True,toi
TOI 3298.01,0.152,0.089,,1.6,,2036.0,1369.0,,3.0538,1.731,11.3,588.13,6103.0,4.17,True,toi
TOI 3249.01,0.04,0.039,,1.11,,1703.0,1220.0,,3.2421,2.535,12.2,691.95,5571.0,4.264,True,toi
TOI 3424.01,0.187,0.032,,0.89,,3898.0,2570.0,,0.6692,1.347,11.9,994.33,6623.0,4.09,True,toi
TOI 3234.01,,,,1.71,,,978.0,,10.7013,4.428,11.5,655.71,,,True,toi
TOI 2849.01,0.078,0.046,,1.22,,2060.0,1699.0,,2.9511,3.404,12.4,982.98,6370.0,4.258,True,toi
TOI 3231.01,0.263,0.048,,1.55,,3955.0,1899.0,,2.1738,2.081,10.9,1206.09,7588.0,3.653,True,toi
TOI 3092.01,0.009,0.018,,0.71,,1463.0,1017.0,,4.4164,1.81,11.7,449.14,6273.0,4.586,True,toi
TOI 2747.01,0.725,0.104,,1.65,,4317.0,2251.0,,0.521,1.101,11.8,995.15,6116.0,3.892,True,toi
TOI 2859.01,0.146,0.08,,1.81,,2119.0,1505.0,,3.959,3.5,12.0,1047.94,6551.0,4.097,True,toi
TOI 2687.01,0.067,0.051,,1.14,,1833.0,1438.0,,4.0944,4.233,11.4,634.2,5650.0,4.028,True,toi
TOI 3178.01,,,,,,,0.0,,2.9331,3.911,12.3,1937.21,,,True,toi
TOI 2683.01,,,,1.13,,,1392.0,,1.5293,1.167,11.5,573.73,,,True,toi
TOI 3093.01,0.064,0.04,,1.26,,2071.0,1590.0,,4.3653,3.456,12.1,989.46,7109.0,4.244,True,toi
TOI 3345.01,0.28,0.083,,1.8,,2851.0,2126.0,,2.1918,3.145,12.4,1356.21,7222.0,4.119,True,toi
TOI 3133.01,0.115,0.059,,1.25,,2143.0,1445.0,,4.0903,3.584,10.8,630.24,6130.0,3.921,True,toi
TOI 3329.01,0.076,0.082,,1.22,,1701.0,1452.0,,5.0648,4.321,10.7,441.32,6411.0,4.291,True,toi
TOI 3472.01,0.17,0.142,,1.24,,1805.0,1780.0,,1.5811,2.437,11.9,409.5,5985.0,4.719,True,toi
TOI 2691.01,,,,0.5,,,0.0,,3.8822,3.126,11.4,374.76,5283.0,,True,toi
TOI 3382.01,0.106,0.05,,1.13,,2232.0,1742.0,,4.4575,5.319,10.8,713.28,6329.0,3.866,True,toi
TOI 3303.01,0.059,0.037,,1.4,,2085.0,1011.0,,8.6187,1.692,10.1,615.18,7400.0,3.918,True,toi
TOI 3230.01,0.115,0.113,,1.05,,1654.0,1288.0,,1.82,2.059,10.8,254.27,4994.0,4.435,True,toi
TOI 3280.01,0.042,0.03,,0.94,,1892.0,1354.0,,3.8349,3.138,11.5,793.09,5849.0,4.08,True,toi
TOI 2743.01,0.226,0.035,,1.54,,5275.0,3147.0,,1.1473,1.789,12.6,2363.78,9742.0,4.007,True,toi
TOI 3140.01,,,,,,,0.0,,3.0933,2.937,11.7,1010.18,,,True,toi
TOI 3095.01,0.018,0.029,,0.87,,1514.0,1278.0,,4.284,3.08,11.9,536.22,6022.0,4.459,True,toi
TOI 3101.01,0.052,0.031,,1.15,,2017.0,1501.0,,4.0468,3.979,12.2,1121.79,5933.0,3.965,True,toi
TOI 3420.01,0.08,0.022,,0.71,,2826.0,2337.0,,1.5971,3.316,11.8,950.22,6263.0,4.029,True,toi
TOI 3310.01,0.211,0.063,,1.4,,2711.0,1567.0,,1.3828,1.336,12.2,890.25,6362.0,4.218,True,toi
TOI 2960.01,0.381,0.092,,1.99,,3082.0,2825.0,,2.0917,3.274,12.0,1421.21,6600.0,3.831,True,toi
TOI 2814.01,0.121,0.106,,1.36,,1824.0,1403.0,,5.4793,4.701,10.3,427.31,6737.0,4.227,True,toi
TOI 3071.01,0.1,0.03,,0.64,,2685.0,1985.0,,1.2669,1.93,11.0,485.22,6296.0,4.262,True,toi
TOI 2794.01,0.075,0.047,,1.29,,1985.0,1484.0,,4.7655,4.43,11.6,809.18,6151.0,3.972,True,toi
TOI 2968.01,,,,,,,1779.0,,0.7328,1.306,12.3,825.97,,,True,toi
TOI 2763.01,,,,,,,0.0,,3.998,3.793,11.1,580.47,,,True,toi
TOI 2807.01,0.006,0.008,,0.22,,1561.0,1264.0,,3.9919,2.938,8.7,130.41,5645.0,4.321,True,toi
TOI 2710.01,0.0,0.02,,1.07,,727.0,619.0,,10.7448,3.298,11.8,278.4,4701.0,4.715,True,toi
TOI 3212.01,0.009,0.072,,1.19,,1060.0,958.0,,4.1944,2.977,11.4,272.76,4515.0,4.526,True,toi
TOI 3302.01,0.106,0.037,,0.98,,2427.0,1644.0,,1.557,1.431,11.6,705.63,5590.0,4.08,True,toi
TOI 3415.01,0.16,0.054,,1.64,,2516.0,1514.0,,3.5714,2.356,11.3,1053.27,5942.0,3.657,True,toi
TOI 2736.01,0.096,0.041,,1.0,,2342.0,1263.0,,3.4772,2.002,10.2,493.21,6539.0,3.995,True,toi
TOI 2711.01,0.019,0.05,,1.26,,1345.0,988.0,,5.7605,3.08,11.6,470.3,5530.0,4.327,True,toi
TOI 2816.01,0.087,0.094,,1.21,,1661.0,2502.0,,3.0592,4.992,11.7,494.98,5657.0,4.371,True,toi
TOI 3377.01,0.714,0.105,,1.5,,4118.0,3137.0,,0.5241,1.017,11.4,810.82,5860.0,3.884,True,toi
TOI 2721.01,,,,0.99,,,1265.0,,4.1627,3.319,11.8,497.38,,,True,toi
TOI 3073.01,0.037,0.048,,1.13,,1570.0,1028.0,,3.1421,1.884,11.8,511.36,5417.0,4.368,True,toi
TOI 3214.01,0.034,0.051,,1.03,,1544.0,1171.0,,5.776,3.594,10.7,392.04,5992.0,4.243,True,toi
TOI 3381.01,0.121,0.083,,1.85,,1923.0,1323.0,,3.363,2.776,12.5,1001.57,5982.0,4.172,True,toi
TOI 3425.01,0.121,0.025,,0.76,,3262.0,2109.0,,0.7654,1.389,12.1,923.78,6034.0,4.128,True,toi
TOI 3236.01,0.066,0.044,,1.19,,1932.0,1228.0,,2.9098,1.928,11.9,717.08,5955.0,4.239,True,toi
TOI 3040.01,0.079,0.077,,1.23,,1735.0,1263.0,,3.5366,2.587,11.2,457.57,6026.0,4.336,True,toi
TOI 2692.01,0.018,0.049,,1.09,,1323.0,1133.0,,3.6507,2.79,12.2,472.63,5343.0,4.551,True,toi
TOI 3273.01,0.038,0.077,,1.22,,1430.0,1162.0,,4.2955,2.874,11.4,396.88,5875.0,4.508,True,toi
TOI 2812.01,0.021,0.011,,0.32,,2237.0,1545.0,,3.0751,2.219,9.1,241.58,6888.0,4.251,True,toi
TOI 3271.01,,,,1.14,,,0.0,,4.1394,2.94,10.3,627.52,6015.0,,True,toi
TOI 2948.01,,,,1.32,,,1261.0,,2.7558,1.889,12.8,1242.96,6555.0,,True,toi
TOI 2979.01,,,,,,,1033.0,,5.4913,5.3711,12.6,1322.42,,,True,toi
TOI 2778.01,0.064,0.083,,1.31,,1614.0,1202.0,,4.4445,2.737,11.1,386.74,6288.0,4.417,True,toi
TOI 2764.01,0.076,0.026,,0.97,,2574.0,1479.0,,2.2767,1.832,11.7,901.07,6494.0,4.061,True,toi
TOI 3228.01,0.326,0.078,,1.61,,3041.0,1468.0,,1.8119,1.368,10.9,769.27,6222.0,3.814,True,toi
TOI 2805.01,0.151,0.099,,1.79,,2098.0,2408.0,,12.4499,5.45,9.7,571.2,8469.0,3.96,True,toi
TOI 2853.01,0.103,0.081,,1.88,,1862.0,1062.0,,3.2924,1.427,12.3,808.21,6300.0,4.348,True,toi
TOI 3326.01,0.305,0.1,,1.28,,2537.0,2016.0,,1.0664,2.106,12.2,685.8,5897.0,4.327,True,toi
TOI 3419.01,,,,,,,1055.0,,7.997,5.4,11.4,1768.26,,,True,toi
TOI 3183.01,0.15,0.061,,1.63,,2409.0,1705.0,,4.2174,4.045,11.7,1085.05,6841.0,3.925,True,toi
TOI 3069.01,0.019,0.018,,0.71,,1782.0,805.0,,3.8277,0.899,10.7,367.19,6610.0,4.435,True,toi
TOI 2884.01,0.084,0.038,,1.28,,2222.0,1645.0,,2.9359,2.93,12.3,1150.7,5896.0,3.97,True,toi
TOI 3322.01,0.243,0.04,,1.07,,3897.0,1901.0,,1.0572,1.235,10.7,809.84,6307.0,3.724,True,toi
TOI 3457.01,0.0,0.008,,0.82,,886.0,569.0,,32.6013,4.366,10.4,370.67,6068.0,4.231,True,toi
TOI 3171.01,,,,,,,1568.0,,1.5707,3.3751,12.4,811.4,,,True,toi
TOI 3113.01,,,,,,,1710.0,,3.1339,4.029,12.3,1394.86,,,True,toi
TOI 3293.01,0.12,0.045,,1.34,,2482.0,1905.0,,2.5897,3.385,12.5,1270.93,6650.0,4.099,True,toi
TOI 2780.01,0.061,0.031,,1.59,,2215.0,1108.0,,4.9062,1.671,12.2,1353.97,7169.0,4.076,True,toi
TOI 2969.01,0.091,0.145,,1.1,,1434.0,944.0,,1.8237,1.322,10.3,164.0,4581.0,4.511,True,toi
TOI 2901.01,0.235,0.114,,1.82,,2337.0,1907.0,,4.6087,4.283,11.4,808.28,8097.0,4.261,True,toi
TOI 2672.01,0.073,0.063,,1.66,,1889.0,1312.0,,10.719,2.855,10.2,625.01,7830.0,4.075,True,toi
TOI 3166.01,,,,,,,1799.0,,1.875,2.664,12.0,1011.69,,,True,toi
TOI 2848.01,,,,,,,1260.0,,3.0244,5.3681,10.7,5289.38,,,True,toi
TOI 3292.01,0.044,0.042,,1.24,,1717.0,1321.0,,4.2545,4.3765,12.4,894.68,5674.0,4.128,True,toi
TOI 2649.01,0.081,0.065,,1.18,,1852.0,1609.0,,3.3756,3.489,11.7,626.5,6408.0,4.378,True,toi
TOI 2767.01,,,,1.2,,,1668.0,,0.9341,1.318,9.6,877.96,5023.0,,True,toi
TOI 2931.01,0.02,0.027,,0.99,,1589.0,1312.0,,8.6682,5.864,11.1,663.06,6133.0,4.006,True,toi
TOI 2949.01,0.051,0.048,,1.18,,1743.0,1151.0,,2.8652,1.785,12.1,645.26,5945.0,4.423,True,toi
TOI 3205.01,,,,0.79,,,1131.0,,1.2361,1.139,11.4,235.26,4289.0,,True,toi
TOI 2994.01,,,,,,,2175.0,,4.0258,1.945,12.2,3222.05,,,True,toi
TOI 3013.01,0.053,0.023,,1.03,,2254.0,1619.0,,5.4723,6.366,11.4,1173.06,5847.0,3.569,True,toi
TOI 2730.01,0.151,0.073,,1.84,,2167.0,1124.0,,2.5082,1.393,12.3,964.33,5909.0,4.109,True,toi
TOI 2959.01,,,,,,,4486.0,,1.355,1.945,12.0,1001.96,14466.0,,True,toi
TOI 3406.01,0.168,0.068,,1.46,,2378.0,1711.0,,2.6234,2.845,11.8,889.87,6437.0,4.098,True,toi
TOI 2773.01,0.248,0.032,,1.28,,4925.0,2117.0,,0.5993,1.024,12.1,1695.32,6232.0,3.621,True,toi
TOI 3136.01,0.238,0.178,,1.89,,1867.0,1442.0,,2.6842,2.836,11.7,572.39,5914.0,4.331,True,toi
TOI 3306.01,0.023,0.029,,0.77,,1576.0,1380.0,,3.878,2.757,11.1,403.58,5617.0,4.31,True,toi
TOI 3100.01,0.053,0.053,,1.26,,1729.0,1268.0,,3.2907,2.309,12.2,697.68,6229.0,4.451,True,toi
TOI 3021.01,,,,,,,1055.0,,11.2645,5.778,12.6,,,,True,toi
TOI 2864.01,,,,,,,2020.0,,0.4778,1.039,11.7,1183.36,,,True,toi
TOI 2950.01,0.085,0.047,,1.1,,2103.0,1674.0,,3.269,3.666,11.6,773.25,6368.0,4.162,True,toi
TOI 3454.01,0.038,0.036,,1.1,,1748.0,1123.0,,3.9415,2.177,11.8,633.8,6011.0,4.255,True,toi
TOI 3335.01,0.15,0.055,,1.13,,2378.0,1757.0,,2.2654,3.478,11.4,744.59,5568.0,3.89,True,toi
TOI 3072.01,0.132,0.051,,1.38,,2468.0,2080.0,,2.9828,4.28,12.3,1213.37,6879.0,4.094,True,toi
TOI 2706.01,0.158,0.078,,1.52,,2137.0,1757.0,,1.8852,1.428,12.2,780.03,5807.0,4.264,True,toi
TOI 2803.01,,,,1.56,,2163.0,1819.0,,1.9623,,11.3,494.82,6384.0,4.414,True,toi
TOI 2883.01,,,,,,,1572.0,,3.7064,2.056,11.4,696.93,,,True,toi
TOI 3255.01,0.012,0.033,,0.73,,1273.0,924.0,,2.2458,1.462,11.4,256.9,4377.0,4.51,True,toi
TOI 3066.01,0.003,0.02,,0.87,,1169.0,720.0,,12.2028,2.428,10.5,337.49,6454.0,4.448,True,toi
TOI 3461.01,0.004,0.016,,0.93,,1238.0,999.0,,11.4484,4.824,11.9,695.23,6175.0,4.292,True,toi
TOI 3294.01,,,,1.29,,,1206.0,,2.5659,2.425,10.1,329.06,5264.0,,True,toi
TOI 3398.01,0.0,0.006,,0.32,,888.0,683.0,,6.2088,2.7237,10.5,168.34,4656.0,4.667,True,toi
TOI 2944.01,0.048,0.081,,2.27,,1513.0,1164.0,,7.7925,2.903,12.2,927.97,6307.0,4.211,True,toi
TOI 2930.01,0.038,0.021,,0.97,,2153.0,1450.0,,7.2041,3.527,10.8,768.58,7176.0,3.905,True,toi
TOI 3417.01,0.038,0.056,,1.12,,1522.0,1263.0,,2.7195,2.481,12.3,548.68,5454.0,4.519,True,toi
TOI 3453.01,0.069,0.031,,1.09,,2228.0,1656.0,,4.3618,4.9,11.5,966.6,6126.0,3.814,True,toi
TOI 2954.01,,,,,,,3148.0,,4.8402,3.546,11.8,1968.35,12745.0,,True,toi
TOI 2821.01,0.366,0.042,,1.22,,4992.0,1571.0,,0.2857,0.297,11.6,907.89,5606.0,3.814,True,toi
TOI 2722.01,0.078,0.016,,0.42,,3213.0,1612.0,,0.7085,0.845,10.1,349.98,5678.0,4.079,True,toi
TOI 3119.01,0.013,0.025,,1.28,,1483.0,1085.0,,8.9075,3.522,12.2,971.25,6407.0,4.202,True,toi
TOI 2751.01,0.002,0.027,,1.14,,1011.0,741.0,,7.4711,2.511,12.2,451.19,5262.0,4.575,True,toi
TOI 3116.01,0.113,0.035,,0.86,,2655.0,2042.0,,1.6485,2.0821,11.4,713.76,6316.0,4.136,True,toi
TOI 2671.01,0.078,0.053,,0.61,,1944.0,3197.0,,3.163,4.661,9.4,233.79,6187.0,4.257,True,toi
TOI 3383.01,0.008,0.021,,1.33,,1367.0,1052.0,,9.7326,1.655,11.9,810.86,6300.0,4.256,True,toi
TOI 3401.01,0.033,0.047,,1.18,,1546.0,1227.0,,3.669,2.866,12.3,647.95,5642.0,4.385,True,toi
TOI 3114.01,0.036,0.057,,1.05,,1501.0,942.0,,4.4071,2.134,10.5,304.6,5478.0,4.273,True,toi
TOI 2685.01,0.019,0.026,,1.0,,1558.0,972.0,,3.4711,1.606,12.3,645.07,5593.0,4.387,True,toi
TOI 1902.01,0.204,0.069,,1.5,,2564.0,1587.0,,1.6092,1.63,12.3,960.11,6393.0,4.236,True,toi
TOI 2991.01,0.001,0.022,,0.72,,949.0,743.0,,5.5809,2.545,11.0,213.89,4455.0,4.527,True,toi
TOI 2788.01,0.009,0.019,,0.74,,1397.0,1173.0,,4.0647,2.813,12.3,587.4,5647.0,4.503,True,toi
TOI 3159.01,0.083,0.022,,0.47,,2766.0,2235.0,,1.4754,3.29,10.1,428.11,5732.0,3.933,True,toi
TOI 2700.01,0.034,0.054,,1.12,,1508.0,1080.0,,4.6637,2.604,11.1,404.66,5720.0,4.316,True,toi
TOI 3388.01,,,,0.79,,,1929.0,,0.8457,1.824,9.4,601.21,4970.0,,True,toi
TOI 3064.01,,,,,,,1185.0,,0.6772,1.4,6.2,5724.18,3194.0,,True,toi
TOI 3431.01,0.121,0.067,,1.7,,2108.0,1607.0,,3.9197,4.027,12.3,1198.58,6438.0,4.076,True,toi
TOI 3418.01,,,,,,,939.0,,7.304,5.365,10.5,,,,True,toi
TOI 3436.01,0.305,0.049,,0.93,,3827.0,2089.0,,1.3955,2.62,9.5,566.01,5792.0,3.421,True,toi
TOI 3078.01,0.21,0.032,,0.95,,4622.0,2331.0,,0.5497,0.82,11.7,921.26,7433.0,4.137,True,toi
TOI 3032.01,0.034,0.037,,1.1,,1664.0,1133.0,,3.4677,2.234,12.1,673.18,5645.0,4.291,True,toi
TOI 3179.01,,,,1.37,,,0.0,,4.7077,1.834,10.7,360.14,5904.0,,True,toi
TOI 3384.01,0.223,0.043,,1.46,,3746.0,2004.0,,1.8592,2.212,11.6,1520.39,7257.0,3.749,True,toi
TOI 2828.01,0.021,0.018,,0.96,,1828.0,1001.0,,4.6141,1.566,12.0,844.26,6888.0,4.367,True,toi
TOI 3479.01,0.096,0.045,,1.13,,2156.0,1623.0,,2.197,2.966,12.2,880.22,5636.0,4.103,True,toi
TOI 1906.01,0.009,0.047,,1.1,,1166.0,925.0,,9.6247,4.297,10.5,310.84,5473.0,4.258,True,toi
TOI 3316.01,0.014,0.025,,0.91,,1460.0,1129.0,,4.0668,2.373,12.3,642.13,5789.0,4.475,True,toi
TOI 3122.01,0.03,0.044,,1.19,,1576.0,1042.0,,6.1836,2.573,11.2,520.16,6504.0,4.338,True,toi
TOI 3277.01,0.115,0.13,,1.1,,1585.0,1239.0,,1.5266,1.688,11.1,273.1,4887.0,4.567,True,toi
TOI 3490.01,0.002,0.048,,1.32,,902.0,636.0,,9.1317,2.448,11.1,271.58,5198.0,4.631,True,toi
TOI 1907.01,0.317,0.16,,1.82,,2238.0,1735.0,,5.4774,5.277,10.1,538.11,7204.0,4.004,True,toi
TOI 3324.01,0.076,0.041,,1.08,,2076.0,1568.0,,2.8091,3.24,12.0,803.35,5852.0,4.099,True,toi
TOI 3399.01,,,,,,,2889.0,,2.6424,4.373,13.1,2056.31,,,True,toi
TOI 3414.01,0.015,0.022,,0.83,,1563.0,1250.0,,9.7356,5.954,10.6,537.35,6259.0,4.011,True,toi
TOI 3400.01,0.207,0.123,,1.97,,2058.0,1631.0,,3.8036,4.141,11.9,913.91,6464.0,4.142,True,toi
TOI 3462.01,0.003,0.011,,0.68,,1234.0,725.0,,6.3886,1.726,11.5,422.21,5474.0,4.397,True,toi
TOI 3449.01,0.102,0.058,,1.35,,2077.0,1592.0,,3.825,3.874,11.7,841.73,6341.0,4.084,True,toi
TOI 2932.01,0.163,0.054,,1.43,,2698.0,1956.0,,3.2569,3.689,11.7,1052.16,7320.0,4.012,True,toi
TOI 2701.01,0.022,0.011,,0.52,,2123.0,1402.0,,2.1695,1.653,11.5,600.01,5823.0,4.2,True,toi
TOI 3191.01,0.11,0.044,,1.51,,2388.0,1100.0,,4.4368,2.042,11.0,864.43,6426.0,3.784,True,toi
TOI 2982.01,0.001,0.012,,0.55,,957.0,953.0,,4.8702,2.623,12.1,314.56,5268.0,4.919,True,toi
TOI 2754.01,0.032,0.011,,0.33,,2402.0,1824.0,,0.9423,1.46,11.1,361.81,5545.0,4.374,True,toi
TOI 3029.01,,,,,,,1267.0,,2.0252,5.2098,7.6,11925.2,14430.0,,True,toi
TOI 2832.01,0.081,0.047,,1.17,,2079.0,1655.0,,2.689,2.677,12.3,838.74,6685.0,4.396,True,toi
TOI 2953.01,,,,,,,0.0,,1.2927,2.592,12.0,1205.9,,,True,toi
TOI 2675.01,0.248,0.082,,1.18,,2618.0,2608.0,,1.4769,1.451,11.0,524.0,6532.0,4.295,True,toi
TOI 3185.01,0.165,0.07,,1.26,,2369.0,1904.0,,3.5601,2.824,10.4,554.95,6762.0,4.029,True,toi
TOI 2898.01,0.109,0.05,,1.57,,2321.0,1786.0,,3.6128,3.7293,12.7,1441.09,7186.0,4.177,True,toi
TOI 3313.01,,,,,,,1419.0,,2.1284,2.872,9.3,8341.8,3177.0,,True,toi
TOI 2663.01,0.12,0.024,,0.7,,3421.0,1832.0,,0.5823,0.691,11.8,730.97,6288.0,4.289,True,toi
TOI 2890.01,,,,1.47,,,1314.0,,3.1959,1.548,11.7,776.87,13355.0,,True,toi
TOI 3026.01,0.048,0.076,,1.34,,1518.0,1404.0,,4.8207,4.468,11.8,585.66,6002.0,4.381,True,toi
TOI 2674.01,0.042,0.032,,1.18,,1886.0,543.0,,7.2972,0.827,9.3,370.15,6433.0,3.907,True,toi
TOI 2958.01,0.076,0.046,,0.53,,2028.0,2665.0,,1.9905,2.62,9.7,206.3,6211.0,4.461,True,toi
TOI 2704.01,0.102,0.086,,1.47,,1837.0,1557.0,,3.6365,3.509,11.9,718.49,6552.0,4.395,True,toi
TOI 3182.01,0.003,0.009,,0.5,,1322.0,1062.0,,5.0701,2.763,11.7,469.91,5641.0,4.47,True,toi
TOI 3315.01,0.058,0.055,,1.14,,1766.0,1567.0,,5.2331,4.617,11.1,565.09,6375.0,4.195,True,toi
TOI 2997.01,0.367,0.105,,1.61,,2773.0,2133.0,,2.206,4.1302,11.4,884.5,6313.0,3.891,True,toi
TOI 2775.01,0.044,0.158,,1.6,,1240.0,1497.0,,3.7805,3.615,11.5,334.97,5112.0,4.558,True,toi
TOI 2646.01,0.253,0.055,,0.72,,2949.0,2247.0,,0.3126,0.526,11.8,389.12,5202.0,4.53,True,toi
TOI 2987.01,0.069,0.025,,0.48,,2547.0,1959.0,,1.6709,2.282,10.2,327.46,7051.0,4.425,True,toi
TOI 2667.01,,,,1.04,,,929.0,,7.7517,3.761,8.3,454.87,5133.0,,True,toi
TOI 2681.01,0.058,0.041,,1.08,,1914.0,1246.0,,3.1293,1.545,11.3,547.1,6078.0,4.254,True,toi
TOI 2783.01,,,,2.04,,,1460.0,,2.3044,3.102,11.2,700.16,6058.0,,True,toi
TOI 2988.01,,,,0.69,,,0.0,,1.8866,1.699,11.3,441.41,5564.0,,True,toi
TOI 2741.01,0.225,0.126,,1.46,,2114.0,1777.0,,2.9884,3.575,11.0,518.63,6636.0,4.29,True,toi
TOI 3343.01,0.18,0.084,,1.74,,2183.0,1504.0,,2.3652,2.462,12.4,991.21,5805.0,4.095,True,toi
TOI 3286.01,0.051,0.068,,1.06,,1525.0,1014.0,,2.0326,1.312,11.4,312.26,4950.0,4.494,True,toi
TOI 2723.01,0.095,0.062,,1.45,,1948.0,1533.0,,3.3844,3.845,12.3,1001.29,5848.0,4.101,True,toi
