draw,stability_prob,dmodel_stability_prob,analytical_stability_prob,params.m_c,params.a_c,params.e_c,params.inc_c,params.Omega_c,params.omega_c,params.M_c,params.m_d,params.a_d,params.e_d,params.inc_d,params.Omega_d,params.omega_d,params.M_d,instability.median,instability.lower,instability.upper,instability.expectation_log_normal,instability.samples,collision_probs.prob_12,collision_probs.prob_23,collision_probs.prob_13
5162,0.017288440838456154,0.001,0.0,1.6204618e-05,0.17053375,0.37645528,0.0,0.0,-2.2314837,1.922678,1.016721e-05,0.20746422,0.3246183,0.0,0.0,-2.2330217,1.3794551,267093.5384922257,121815.57858243895,1381069.8954813455,427094.083203675,"[128817.39467002248, 904200.3222317183, 15228979.667043135, 2650826.174940032, 1638455.852350005, 140834.52390821278, 102996.7729387492, 43810142.955959626, 232509.13452706378, 94704.1287541598, 17201968.000750434, 220286.68033528587, 101472.27011453222, 642883.4923864601, 1422033.629652437, 276990.5020282167, 96601.84782287039, 132708.39604862162, 7177767.5682268925, 1006137.1301383415, 1723613.0772440527, 191959.94495171378, 216624.15999588068, 241396.07737963676, 211298.7146732829, 8295970.697374331, 774663.7877787472, 121597.83257757062, 273525.2441475844, 146642.77906857408, 5878362.004513772, 12689328.527914422, 596122.8518801429, 374864.0161775382, 653639.5654047773, 142970.13173960292, 943860.1926514936, 351223.9665640769, 2281222.7102608588, 139814.7173387619, 325660.7442287406, 4471227.883200485, 1121326.9956516235, 316552.8591483395, 565264.5377485721, 317318.94489889505, 5430822.668768333, 1454436.3823907347, 139005.70655250223, 3402564.114178686, 90242.88298642791, 936674.1043870678, 286092.121518121, 111498.14201144497, 882329.990433875, 228787.02059389823, 333034.81481816305, 107922.10264758352, 91195.8822542799, 769320.9137274534, 295796.5431644274, 13869747.597290222, 5631405.051508447, 957036.1072172255, 281339.6125837565, 181629.1237522915, 165457.85084544617, 1140921.8682431644, 7751146.817456222, 3404641.7932286425, 308984.77374130045, 165844.1508408851, 11520685.51325372, 340192.1896612393, 339877.56271657016, 369872.4709309666, 787130.2997849671, 120974.35468236626, 378424.60335097753, 242694.1420209401, 173234.9294815562, 600336.1453084095, 540269.775493675, 352426.9530992565, 127296.6895842835, 20228789.390577834, 23424681.28861677, 334369.57818079175, 146177.2050397119, 24404191.5150554, 693630.3108968881, 90554.87395229541, 3134199.3912429893, 235395.24215580232, 440922.8080773868, 515624.6176060035, 4088232.1258850275, 1919183.76082159, 8580352.91320841, 11069797.92599869]",0.0,0.0,0.0
5163,0.046429552137851715,0.005,0.0,1.6425334e-05,0.1705339,0.38405642,0.0,0.0,-2.248215,1.965128,1.0243732e-05,0.20746358,0.3312412,0.0,0.0,-2.2500699,1.4164119,265784.6891796413,121586.79090942825,1427215.3380964394,449993.74404101167,"[126739.11857182307, 792441.3797577877, 8847438.850098794, 1703539.733916641, 1128739.4277202806, 135906.6507228343, 102870.90931304378, 22101108.868707113, 210827.59635729317, 95282.64839009871, 8097729.656257651, 206105.8064085361, 102118.72231603833, 538924.2688451605, 1095211.2835279258, 263344.764771856, 98227.05610144218, 132788.51826153195, 5546736.059729186, 751149.6182380501, 1218883.3642859776, 180970.7582210043, 201588.66089140507, 216938.6849113068, 189244.3030398097, 4232547.89721148, 589029.363386124, 121746.14326964931, 256295.82365794753, 139979.6861374881, 3975309.402727729, 8057619.832572097, 486994.2289903371, 326671.39004398417, 511850.467806119, 140015.63988351251, 707207.0718602107, 310456.8679866638, 1747619.8642415968, 139077.6320401168, 276138.72398856026, 2566471.437232945, 806886.5418885069, 308952.6972895798, 552605.2640162089, 276009.547495624, 4663818.264762735, 1161482.6525744752, 139895.11749098153, 2059664.602929344, 90311.97294658718, 651587.9161299195, 274440.11504581093, 111452.02610356623, 670884.4163596139, 218251.22456783365, 307429.5747899754, 109105.81780720563, 93002.7349670268, 673472.0418311819, 259163.22235759036, 8675482.786930261, 3272987.9421638385, 833298.0597909226, 252384.5193559803, 174924.86453523653, 161686.01240365498, 954049.5734690907, 5917570.453693315, 2446616.648589017, 267494.0584657416, 156037.96121223064, 6924823.532136538, 290948.84275190736, 303724.88390029257, 319079.73206152185, 636285.0176675228, 122527.84488208416, 316423.7655144072, 218012.2560421452, 166047.99173500724, 461160.76069058065, 482710.0926298665, 311410.8759391166, 127017.63176236187, 11166201.47598382, 15130092.664732419, 280544.005610735, 138834.82430582886, 90319.88827579816, 562945.5267586063, 93111.40112170872, 2471522.6413226835, 214187.21017270093, 379515.809002412, 433742.9387616503, 2582349.766681955, 1271133.023837933, 5698769.947440215, 6327781.2200463]",0.0,0.0,0.0
5164,0.3165324032306671,0.056,0.0,1.3879105e-05,0.17053415,0.29826736,0.0,0.0,-2.1902418,1.7164707,8.03911e-06,0.20746446,0.2570992,0.0,0.0,-2.1949422,1.2066951,1134879.6277126623,179337.96126900095,116398494.92248598,4051175.460339982,"[198232.24384818817, 2817055.22949484, 284135.23081589537, 379914.20955528464, 5151666.865337411, 199944.27343333277, 157595.3912193051, 113972.20152808406, 121368.77608644798, 131575.93621602573, 613705.0751311474, 379783.4516384914, 136421.18484553328, 102008.93501200908, 3759051.051582625, 572331.8044314479, 127113.74380971726, 198763.81216129632, 54387349.52728553, 107149.05487107382, 6212270.506971278, 327664.59267381765, 428425.30096823437, 448192.007416632, 94468.41572026025, 46847751.00990887, 1465019.7136071483, 190785.00925038604, 648508.6860819631, 246911.9041881132, 111670.18179457766, 179590.98363984938, 1243491.5664503146, 1009293.2897674748, 1514931.6359636392, 240840.38906371102, 2535649.4646646087, 721098.29399899, 699715.370829566, 111617.028621169, 627597.7988825125, 99037.35676992712, 1217347.1436904771, 2075754.9693762881, 1248648.4174705301, 606613.9320935793, 111692.80356809807, 1200802.2658586102, 186952.09698902175, 13218309.673228122, 898335.8505040008, 2167170.622275688, 518809.1592910497, 174588.702567861, 2750799.116616765, 445204.56377182563, 408004.08606614074, 159713.52457812766, 125172.2728809036, 1851135.6558541986, 637700.2492885467, 869609.0336781064, 25362582.93543461, 3670784.402919038, 339295.9513995784, 334152.50326065294, 315357.3968556346, 241848.35054587576, 31185301.007008262, 749264.4549729805, 126319.5591254635, 281081.0126491077, 92740.28589692274, 689610.3836582871, 653561.0899282414, 101936.0366578399, 2303231.643590326, 190160.97725194308, 800966.2061999266, 471506.77301205345, 281370.2485630377, 290104.99927657464, 1327923.389890555, 675265.2602340636, 1644298.9294471254, 82092642.36245586, 82035962.03526187, 623528.6607512457, 172186.49976584056, 124060.7959419228, 95594.16101842282, 137529.7061046204, 14652922.870988853, 405059.49025423324, 756163.993392352, 1365331.3332969788, 18490958.654688988, 5461114.556987877, 55701470.21548097, 161463.995546122]",0.0,0.0,0.0
5165,0.8413234353065491,0.198,0.5610748363659046,1.6979477e-05,0.17053546,0.1616559,0.0,0.0,2.9850237,2.7207737,1.1644938e-05,0.20746073,0.13904989,0.0,0.0,2.9795628,2.223022,65901781.48957684,802084.4876289972,23877459016.545635,134040466.56608109,"[37787345769.51982, 6478480.849960867, 214407644.7082876, 454045.2600924431, 4204972.427733593, 10739460055.918297, 8678568781.58476, 5872492.470430743, 76605290.52346209, 6628723881.676908, 309106505.3508535, 9926103711.158434, 1.3864418566278864e+16, 41224703.629070446, 174355548119.5451, 491291746.8427083, 36934780.56348011, 123974789.52638665, 332055910358.85645, 680862251.1017945, 676140513.6619462, 28987928333.57168, 27744959921.406853, 1225845785.9632561, 41580114.12296882, 746271.4698854098, 117087.70378009883, 88907620714.04405, 20120704144.171173, 865216606.4197464, 1001803401.94283, 166962197.4799464, 211404887.94095466, 540030089048.91974, 34379672.07246972, 3456491.5966994585, 577607.3522444019, 2030381.937062347, 617735314.1227057, 52304885.9165638, 88429314480.9524, 68450882.96163015, 59260312.264189765, 24586843.17215455, 268487362.4207785, 1296646.4310529127, 49124958.66410549, 726158436.0641325, 10328882489668.586, 26375931665.879368, 439439090.0347535, 164742988179.0778, 7962042405446635.0, 7829942394.643204, 5207247.105692362, 342309213754.8215, 1178869614.1851022, 631202049.8693633, 3922191.331264453, 15978151914.816559, 29626906924.963818, 697177146.0224397, 228433408387.37552, 366096.6325675171, 139675275.32122666, 186291475860.03836, 864862230.9329208, 356434182.7467068, 945000925.7676942, 774199413.3694668, 115031311.21339445, 896555332.8200569, 183501306.88187447, 7375758.17716288, 54010924.29998901, 19479613.065248292, 117626244654.26183, 15113182.351687597, 1749782696.9821625, 1228023611.5563812, 1582257847.565288, 2122522.4051945284, 691411.3552672514, 1108906599.396243, 2396678130.4203143, 236468221.44782647, 381346111869.93756, 12041680671.227419, 153403576.95246616, 7679752923.425803, 4769564374.91363, 7765352078.351014, 1877142689.8094583, 23740210950.1529, 16334328.495447556, 265492043.57298473, 1442722.9477079853, 9207842.367513278, 140042.8382629952, 2570439.348768925]",0.0,0.0,0.0
5166,0.8481463193893433,0.291,0.6538477913147481,1.7046754e-05,0.17053558,0.12562704,0.0,0.0,2.7129664,2.9005833,1.1470955e-05,0.20746055,0.108097516,0.0,0.0,2.7077322,2.414825,272363770.95011675,1342038.9304753668,43033840824.665436,323748278.78682274,"[37816338427.57539, 180083878.25469938, 1882573342.5662265, 3190912.1895739078, 130453527.60307446, 10746730485.492586, 85527366269.29552, 157339198.8086675, 2507616266.6236687, 15414245817152.236, 7501640053.041072, 126249.58932055543, 248900248911.28146, 1582533830.5936944, 332381606663.5112, 152604.073969388, 917253550.3074961, 2479490586.7009974, 27765569553.556763, 48737421975.65419, 12334627650.129744, 20135177986.517056, 122456353002.91557, 29582084481.550793, 1443162101.192571, 16041094.809975239, 2811701.817524449, 78477183460935.81, 18905590690.772385, 485890.09609550383, 25858854731.84909, 3661677423.566632, 177790.17035050222, 27327555595.823696, 873265709.242741, 89355272.15171532, 21250163.521501746, 61480248.62434234, 7997793100341332.0, 1221590859.1091833, 342646122516.1777, 1831770314.1721294, 246082.40551168134, 677812740.9221222, 5536071529.222007, 42392806.95321298, 1550570512.1241407, 29649072770.874527, 52733718706.563675, 1750586009296.768, 186461958367.84894, 1541455.4809132956, 24451917418.976765, 21473552774.438828, 215027889.14088395, 245085.09697682247, 88754216026.2778, 112780239728.9438, 77613216.17143549, 26607918355.60297, 44832992799.01427, 23153914332.098774, 7208884422297.277, 9929629.78427514, 5151538710.204268, 9021622858.001446, 40788937423.0653, 23757577064.449314, 11368559014.442007, 145312596646.1632, 2491733529.8762355, 244253161805.23013, 3609826415.0206375, 169152392.78194195, 1276524551.7111702, 577086217.8356209, 15528822716.222559, 376785384.0257032, 11541565852.114267, 15871837581.513708, 10072370343.681814, 68920355.97515017, 21580497.36579816, 102904298441.64383, 3910962692147.5127, 4686866526.722209, 1448518371690.8352, 26804914093.326206, 226660.88861551174, 1720809602301.5588, 62214069942.82042, 286366240118.64636, 24011457182.345013, 10618918268567.965, 386444132.5025926, 5661981725.384146, 33479897.415849384, 270188900.0220265, 4618442.206362674, 77744663.73271291]",0.0,0.0,0.0
5167,0.7260405421257019,0.097,0.023840169513637655,1.4606813e-05,0.17053442,0.25475383,0.0,0.0,-3.0673184,2.6840305,8.3683835e-06,0.20746109,0.2204159,0.0,0.0,-3.0685978,2.1607966,4153972.296380179,295570.1741439516,1093692883.527932,14327247.249767857,"[1818718.986532145, 21915504.13467538, 5300006.1910657175, 5623777.700998773, 37458069.2259715, 1740550.7874193313, 1638089.071823232, 1213274.4005830993, 1233145.7706846476, 1130935.8707462023, 8852388.141422383, 3159364.685627004, 1091650.1574672554, 724099.347452731, 7514536.554982185, 151467.36292015063, 1302389.1704826213, 247970.25802443727, 21849679.23310043, 96202.825827723, 220934.45580361722, 2975924.4768334287, 4268206.710810146, 244007.72793870798, 3335050.1102942107, 351342298.3538195, 723753.613337402, 2154114.5937976595, 7023626.626710802, 239832.3939975441, 324428.29349812254, 67967303.05800237, 542113.3367162308, 5878683.298061486, 14691993.91747787, 213826.50613223473, 26893061.26025701, 463305.0071647225, 108338.95268493777, 263686.3959581435, 3684303.2939490997, 924100.0162329762, 128642.12578858968, 387581.0333354068, 553958.987248535, 106329.12996814561, 398533.5706206314, 121963.5705519168, 1553070.2708328846, 7606953.8888273435, 158992.3331690971, 20088685.25057188, 5131608.173333162, 1776970.8270463827, 175348.18059123604, 4563037.342945904, 108491.39622176858, 199513.88449375448, 1129679.0111825818, 16035907.920745814, 5924229.058681055, 110323.27169452119, 46848724.5137581, 20509829.126332786, 5666042.231543494, 3145927.1260594917, 115384.3602845924, 18310321.855830356, 377149.70392801217, 103658.70699322362, 1110077.2056598063, 114683.11973526826, 25480089.356761076, 5788332.832687887, 315017.44465066696, 7683647.675870216, 20353259.196219537, 111709.04997816033, 350818.5927205042, 451936.58284474246, 370436.25226909807, 10123254.506379593, 211536.21033842553, 263828.85218133224, 343534.70740204543, 98973.03974942674, 5479274.493859532, 4889719.057763661, 579007.4065261887, 1150472.4375950124, 899519.0623930577, 1392724.0820517596, 584208.6711343287, 3635685.4213406383, 295370.92617409985, 144977.60189902558, 154852650.2118107, 5946091.141178705, 468137720.0774905, 255176.3389228655]",0.0,0.0,0.0
5168,0.8033548593521118,0.106,0.0,1.2761615e-05,0.17053473,0.25589803,0.0,0.0,-2.9507961,2.5746555,8.987355e-06,0.20746194,0.22176316,0.0,0.0,-2.9512825,2.0501704,4398086.94633931,302470.40835768235,1312229203.189214,15458469.886901641,"[2186167.189428762, 47772129.39560367, 171946.10952466598, 8404253.500163939, 27464743.669386145, 2860997.422180607, 3527337.218235078, 2679169.263357549, 2699399.153591751, 2464686.811009734, 6160326.837477731, 6330584.350227278, 2050046.80247248, 1480401.556788567, 13558765.11858746, 306176.8545166551, 2156229.1039269837, 109724.03607396953, 16307806.745236428, 143310.25488661055, 460845.3128247428, 5855573.296552702, 8788985.951123258, 346696.0847761416, 4437247.263786453, 771087835.9598781, 132276.97956355943, 3776267.3276801133, 16133013.370115118, 503536.15621293185, 712886.9733726938, 32977389.98851929, 159727.2179849746, 6881497.290420513, 32077766.76644168, 92587.00943298235, 61184206.43035382, 909965.6859809465, 160547.63477170677, 271840.9674995604, 3211341.306096106, 1826679.416528704, 234015.41970934242, 402284.603024111, 165564.3075662818, 187174.38635084184, 864387.4775005672, 168468.06228532162, 3207913.1910468084, 6731232.801947909, 207913.57309162492, 34615422.2534649, 10975976.072178625, 3916152.8948604427, 395726.2398436062, 9927796.809165008, 116990.85034975442, 415863.1889192599, 2267707.1276245927, 32811877.80238922, 12602503.338946834, 235907.8772041634, 35774449.757119656, 10925762.898201864, 12275579.179636024, 6754980.790254017, 123991.35204236086, 11045553.158644632, 770882.2664381078, 120118.33060940217, 2349350.6486292304, 152421.4053366143, 14606024.130958831, 117054.76950720415, 662749.715373942, 16932392.321902588, 45953909.57779396, 219053.66686260575, 690464.2021391954, 1016703.0975613944, 679888.2046986397, 20927046.351243224, 445405.80057151546, 461573.81733166345, 411449.7531776911, 142005.21692581012, 7787194.342470533, 9481988.684332136, 183965.67717655923, 2196819.835618996, 1882920.3946765244, 2987323.331590689, 1316084.1725222531, 4776025.310231846, 144471.87941985825, 308789.42623236007, 338947275.9460527, 4127339.772584155, 997368021.1244326, 479317.5492428257]",0.0,0.0,0.0
5169,0.9235649108886719,0.422,0.7764200730502219,1.6654878e-05,0.17053553,0.06605876,0.0,0.0,2.059003,3.3944187,1.0320771e-05,0.20746043,0.057585824,0.0,0.0,2.0471344,2.9360957,3415425906.1107445,5009281.890200942,139556247174.67325,1637543564.4951673,"[37866084965.44476, 2782859092.684255, 84298471339.93297, 119375926.08949536, 5887346476.19901, 10759213913.607828, 62108442853.983795, 9944226587.359026, 1.4051233283727184e+16, 174785698704.0702, 119361626858.06772, 5690921.315165134, 332940731645.64417, 29046693182.36313, 27800954455.619564, 5851574.574673883, 12349140219.460567, 89110742907.05252, 20160021864.528294, 381056.129847394, 29620028091.38202, 541558249119.66534, 78760846032939.52, 18928772829.017265, 25891567414.466557, 1517055642.8529549, 153082209.0224124, 27362327961.16139, 26428894529.954872, 16582284.685282476, 8059540477144259.0, 11926164017.341967, 4148317.038217173, 18257710723.923546, 16008673700.586426, 6376922472.073071, 232087682.28372577, 3306184979.123926, 229015277810.08432, 197484686132.0715, 186754680565.27676, 24482684286.57445, 136714.4267808344, 27850233191.943798, 1336780579918.7844, 554442756.1940962, 112947343953.40666, 26641669812.224125, 44893020683.41516, 23182889119.96841, 382379582222.889, 79962015.94674356, 9031932780.422771, 52022380973.874756, 8022906693.691017, 9875249.990608519, 21762615060.485355, 11381833295.712917, 6327202980.281172, 501935281237647.6, 244649135876.15027, 53648847288.96124, 15547504395.627323, 1048786.0623908697, 11555062516.0348, 15890969379.3265, 20894898765.780186, 10083999524.793184, 103055163577.75719, 254694890915.70322, 9320036529.132647, 1451456545086.2407, 26838954413.014652, 7192368047.126712, 1724381859309.9275, 62300370196.024216, 286839315529.4283, 24041608284.635647, 10647331373086.4, 14928312956.350918, 973546697702.7617, 2980603134.883836, 1035873901.7015778, 301799572533.74054, 3624062536992.3584, 37182117925.9955, 335813485690.8611, 24271246972.114166, 7346282.822588049, 76875708173.42284, 12169214191247.182, 10114112651.802805, 97160701078.62456, 14919535237.8987, 108686.0830650997, 1947880.5270546565, 2104895735.5734808, 13610393343.761444, 161001510.8040097, 2760888051.9841247]",0.0,0.0,0.0
5170,0.8780966401100159,0.192,0.3170525967200366,1.4985872e-05,0.17053446,0.21457732,0.0,0.0,-2.8235178,2.35676,9.600085e-06,0.2074626,0.18494202,0.0,0.0,-2.826013,1.845428,14732432.671622995,486112.222802839,7289032834.920538,42183448.07536664,"[41906174.533796735, 205860.714471209, 3487933.0411099554, 1902849.0508095757, 371947767.0947147, 28275783.12886782, 3646103046.7982464, 2188168076.073278, 277233.29586314264, 86953249.65205787, 693686.0505629379, 36162846848.34653, 1815828135.459748, 372210.6720176039, 247746140.41209903, 63497488.658418275, 3113377.6594033344, 13758249.030850096, 245315247.64982128, 1613855.4711200164, 132101784.69095077, 291317420.6080734, 199283820.94871506, 3874616.9125123452, 184572.28506370637, 174129722635.2955, 23151834.05813289, 40950966.039747655, 248329060087.6941, 12442193.165213812, 250263678.97038767, 263815.2197498976, 25525637.1738197, 172418993.95275033, 124236.26104105372, 10456511.593777513, 28957062415.890995, 442882781.7693483, 2209591.2805073964, 2836700.190792562, 66318054.54752092, 599874.6738787874, 2952149.3899476686, 5261849.872837369, 29174459.62823471, 4094729.179450034, 376371.0118416133, 2085517.9879704658, 1643985252.517931, 80172228.64137278, 2791280.2316476535, 88800950802.43987, 192036750.25883937, 74662657.44735588, 46824411.07250803, 122197571985.29318, 1018528.6069929401, 25621029.38643428, 115973708.1899208, 198146625211.54614, 444357904.7515926, 4371789.54769159, 883401417.413651, 89378400.01437089, 948130.3938112768, 179072089.74936947, 753245.9261907404, 765415.2514496491, 316221017.84754914, 1110348.4327734667, 394604.9144622643, 2204955.0619792636, 220943.74610053186, 122351.58188841713, 4799090.399048922, 171963.88127214325, 11892444120.39568, 19568778.156482197, 261419263.15961745, 439446139.2895024, 25530940.315755, 862968.8130505203, 128227182.03220998, 17722479.94913272, 3975230.7755403677, 21868790.113634728, 329656978.66294926, 15962118171.292175, 2746892.5754665122, 974583808.5337034, 1342915576.258026, 2927857857.250883, 43390409.49499146, 57748245.17253611, 1623117.075132941, 68797604.67849693, 6397282371.139822, 43103312.97750835, 213096.64696406393, 382491.7163227814]",0.0,0.0,0.0
5171,0.7347436547279358,0.17,0.2714751886051683,1.5379386e-05,0.1705348,0.22719127,0.0,0.0,-2.7880216,2.3456516,9.919839e-06,0.20746167,0.1958926,0.0,0.0,-2.7914124,1.8287349,9780141.720369902,413033.73586755886,4304008243.237331,30397557.089145545,"[7068372.255290515, 627537.6455235452, 345066.127288443, 202053.35753840726, 77097798.77597404, 6743076.836101335, 1512954463.5271974, 1504713587.9779854, 1037137077.4830143, 7716235.81911187, 160573.16857381174, 3222172816.6501827, 990990870.1401005, 475428128.8727143, 42152249.60739247, 14955236.854744084, 5438559.327160446, 3716804.805684329, 52000867.82554332, 297246.6339180191, 135632460.95271072, 69950521.23676233, 40712251.54612958, 726919.1086255678, 10665121.17544583, 5110677850.318567, 29586987.492932394, 7863104.525974687, 61873192135.37289, 2261861.2178881913, 242460833.6342494, 71575297.8335909, 27880257.48296792, 19354596.17663681, 174042092618.91013, 2396586.0174836325, 96599.8869265302, 215449714.78519517, 406042.7485074818, 535058.1200363988, 9774852.692799231, 139701.08746174938, 525497.65184482, 914042.8824018039, 33578997.80049421, 214847.16538174392, 324907451.0195045, 389676.7267043781, 131007856.01368466, 19270955.548229955, 471685.7827194816, 3157286426.7435803, 33867677.511527985, 17183737.460298568, 7097314.401499867, 27704146155.329617, 237180.5673573068, 5358439.3968603555, 27695479.983483717, 12309434295.825638, 53842941.20449033, 572210.26681712, 160116430.52361852, 17948001.09589537, 197164.46742890784, 51212741.07119521, 201775.1608165074, 121403.42076361804, 289984099.2420618, 235686.25966862348, 3605528.678791967, 361786.88968148513, 34028705.51925973, 307194.17351507087, 8803765.001928085, 18865346211.92972, 2525749623.8372526, 3333982.6235074354, 220841287.25251916, 51097808.0377053, 4999335.538207593, 153017.0134007111, 139443197.308016, 3324306.930875186, 738906.2706524091, 19819155.283610474, 28843772.370960873, 4499619975.082778, 414453.50828625355, 253041289.66147143, 928887244.9049621, 1866247845.577741, 9076579.916037094, 13580744.034475507, 274847.9389102849, 62428299.3558437, 1674039984.5393186, 12876879.707225977, 621287.3681143834, 109581.92639869741]",0.0,0.0,0.0
5172,0.7878329157829285,0.142,0.36105401827219497,1.7420518e-05,0.17053434,0.22259277,0.0,0.0,-2.5975606,2.1183567,1.1512639e-05,0.2074634,0.190845,0.0,0.0,-2.5990825,1.605926,10332653.102222236,426461.75624164066,4353225006.350271,32086024.814095657,"[11276214.526546849, 1645959.3295810623, 292660.31329343433, 189322.7979696904, 147797164.1492927, 12580821.873068787, 3711656607.4940314, 3786540763.6478057, 3183087424.3593516, 8870226.707106436, 181917.69443283015, 8559634851.47114, 2211163930.762739, 962864232.0600705, 57015209.43834188, 26175663.355959654, 7465707.690078679, 6167362.572593353, 83836831.35602422, 380559.902977242, 480869671.37704265, 157661826.31435683, 73835671.55673845, 874263.0856442886, 16611201.810586898, 174038490042.275, 106896936.79304434, 13787275.096706674, 118873267356.32635, 2518950.9776445157, 850688377.3972237, 92008.40293597191, 50784630.116733015, 27918386.073583566, 91320718364.7533, 3319036.5358066307, 226090.83567184952, 478669934.5757646, 496255.04533046274, 882444.634693388, 14121621.39331261, 138869.86023558513, 569215.386242875, 1502671.0604029626, 121457614.86676107, 549943.989616273, 1176448736.3463464, 455769.69335040066, 248038440.2449989, 28402980.90131265, 733708.7339266334, 122136210151.54344, 72322038.63241479, 32882759.05434099, 11689222.666344387, 538904663766.8868, 436360.97439430916, 6992076.910692436, 60337798.43049579, 18865045047.39611, 98318554.014276, 582932.0616816169, 292382293.25935507, 140133.09637053675, 224773.01522657293, 102520299.03168021, 360743.04673495534, 184764.9777129591, 1116248233.5739393, 313698.10731346416, 6749180.041574762, 458627.2836815047, 104105.51136114827, 340051.69935798005, 27025576.581278812, 341634836957.9638, 5260260056.009576, 6327168.384418109, 831654855.2974868, 72297986.69681244, 6663365.015119765, 147892.6852302549, 312465605.11219877, 4312516.83315241, 1073978.7197341556, 33551280.41007893, 48083759.47941626, 29582531768.49883, 292979.5530992821, 519977549.4074797, 3572143640.7028747, 7272526588.411099, 15989261.074927678, 23129706.29610445, 282880.2688031885, 107850587.23872374, 4251028955.980931, 17712809.81796781, 1734364.8481922576, 111564.39018304154]",0.0,0.0,0.0
5173,0.8318215012550354,0.219,0.4556062023566587,1.7068434e-05,0.17053466,0.19309777,0.0,0.0,-2.7897236,2.277048,1.0956775e-05,0.20746253,0.16567001,0.0,0.0,-2.7927508,1.7705073,22088575.759763226,580697.2417966782,11730207251.211918,61483383.18683293,"[419744909.92927206, 997489.5729016159, 632147.3610105315, 708590.4200159401, 84032651309.2973, 445786933.98005354, 7027782735.741096, 3540540848.392448, 980873.4372492746, 57764101.382502094, 3385694.9028129894, 61919022651.689476, 5264775394.558492, 482432.5044163101, 715323127.7204914, 172604249.05328283, 12886376.76351315, 5688086.560114241, 1651454699.240091, 11533436.57145919, 365227719.2135907, 174186995842.81912, 6253722825.438511, 15762584.50027526, 486657.1267507291, 331709433924.16895, 82859510.06422593, 1067288062.846436, 27722997031.876553, 14390871.554807248, 521172092.96967036, 1711218.1748738862, 75292561.95155227, 380089039.3076595, 417287.375753865, 32894417.792655293, 109174.04753634275, 1283828051.894164, 6269138.825970236, 13789063.207837136, 534912487.2887333, 2077560.211243073, 6551716.859882619, 349857.43884742307, 98746216.30018483, 220560.8446414089, 653080.1200780862, 9038174.019866094, 2868555470.455771, 1219616188.277962, 20661270.933970425, 539431675326.847, 4157477047.7891073, 1376999896.3961937, 257265778.8007181, 18877709161.50203, 12606130.688102353, 167151256.47978196, 4633075437.063046, 25819504958.15339, 3979851590.617972, 3038010.540364558, 26355170609.99716, 3607778285.1203127, 1047623.3888200126, 7854021862.23402, 8471461.103986312, 3428856.802048535, 615221092.2140362, 9142731.168245161, 1857291.1314425324, 14615923.444810895, 2250072.7792614247, 2699706.510924978, 17085168.026861016, 275973.04607937916, 29603328050.257286, 203463.7704751087, 794999471.4397757, 1104720121.187752, 129917754.17243823, 1073384.46352969, 316961763.9739947, 94832113.35288388, 32491768.243241664, 67932705.76311353, 913774686.758669, 186109857475.74182, 678486.9188127443, 4639894823.080307, 3632324326.3189964, 6455574280.350793, 813009337.2479464, 1530485097.773133, 2238779.206642297, 117469526.79085295, 1330886437880.2324, 95271.0967848071, 916010.1407244283, 613450.3687789681]",0.0,0.0,0.0
5174,0.8375890254974365,0.112,0.1700893719457558,1.5430298e-05,0.17053446,0.24833305,0.0,0.0,-2.562877,2.129221,9.981769e-06,0.20746309,0.21376882,0.0,0.0,-2.5653234,1.6106257,5094236.223058063,312288.73078115017,1687437419.5315578,17914353.214813966,"[2336349.948775482, 2358811.2276673117, 7101304.738134269, 6600943.960701567, 30494120.89245804, 2803857.6543622254, 400449924.91962504, 513009742.5172783, 294759112.84076077, 1581212.543442526, 6301698.667873767, 1191431173.7549539, 366891552.2260497, 203515963.23523656, 10554537.462483555, 6437653.989113119, 1655341.590205448, 492915.8105319111, 14528738.939507574, 129624.5692285406, 143500007.8028333, 24476373.12614427, 18704406.735936936, 262469.1560448648, 4578854.54237811, 1421790575.4439723, 42711382.55394573, 3538535.5843370943, 6546784495.380541, 616444.1341490945, 239432596.9295937, 31070871.159555342, 7015026.476892982, 4799372.03693331, 15317492494550.477, 871340.501811331, 749491.5172982556, 85176130.30397786, 143290.8385996476, 291995.0086509806, 2581851.7005678685, 23138452.115559857, 177948.9941872413, 411435.77383309876, 41795720.35514872, 159189.44178715118, 286711145.67469656, 144230.13194816385, 30899432.21883228, 6877784.7185992785, 232676.8677569906, 729103063.5699141, 11594210.117686756, 7547539.318987633, 2993941.8705623136, 3613509035.9973745, 130452.5550050639, 2145429.3791816975, 11844033.354437908, 28926841686.57699, 12364749.251237135, 153302.54623770615, 38010001.71899781, 426753.51087883057, 4954448736.559883, 18687367.915878095, 136219.89735842773, 11031476.00231366, 306497629.1387332, 127407.65937650019, 1654230.0528591534, 139631.01832204362, 13643004.997562623, 18647673.470633704, 18612121.397959996, 6111045433.518469, 741990123.0887436, 1410713.0055055148, 174647298.10586733, 9526767.361395968, 1434683.9758231535, 67357447.22900566, 52399537.18401319, 1053269.959061645, 337544.8261764136, 8251643.376148512, 5953369.977101586, 1214216382.9820607, 101579.78411877078, 145480115.40761048, 626288575.5374432, 1103969963.0251875, 4261091.843007483, 4441723.214222748, 349865.79878368933, 20194358.264329046, 350018494.2500947, 4300122.185696419, 2469444.1275558034, 2860927.4184715226]",0.0,0.0,0.0
