draw,stability_prob,dmodel_stability_prob,analytical_stability_prob,params.m_c,params.a_c,params.e_c,params.inc_c,params.Omega_c,params.omega_c,params.M_c,params.m_d,params.a_d,params.e_d,params.inc_d,params.Omega_d,params.omega_d,params.M_d,instability.median,instability.lower,instability.upper,instability.expectation_log_normal,instability.samples,collision_probs.prob_12,collision_probs.prob_23,collision_probs.prob_13
10,0.9674586057662964,0.576,0.9360792439312621,1.3545911e-05,0.17053473,0.001420087,0.0,0.0,-0.49994949,5.8886333,7.453474e-06,0.20746195,0.00014470948,0.0,0.0,0.7151354,4.2201967,14913755575.300735,55037399.73540445,303387147407.6466,7423641743.629328,"[37883517837.52954, 802687767.7157971, 4682044339.0065775, 452211199.6178287, 2312426134.902994, 10763587873.334522, 85693259088.94354, 1991697991.6549358, 7446325346.887719, 15473073435399.145, 174881021168.20038, 236766245.10042718, 119423880532.05006, 5058870812.57524, 333136803087.19354, 136619787.04202434, 91731353018.14972, 27813350463.48724, 12354224487.319359, 104964313.41378316, 20168730386.46521, 122703695985.16888, 29633319298.973427, 541896803089.34863, 3563858502.323045, 959693354.5605463, 451945894.4228487, 88675973229.2685, 25903033799.06533, 214179830.46083096, 27374512521.670475, 7987158186.9262, 274955745.350649, 165236260578.25223, 33197358.853553496, 2102905385.0353022, 42184909.07186982, 2192421628.466319, 18265518955.833157, 16015431445.77095, 29700438338.030643, 8073825999.418595, 63153658.89045298, 5357534153.515427, 197593915713.82794, 119956855.23117934, 5528673498.965978, 24493465385.73425, 21509561758.38602, 1337719694732.3396, 88927121635.01642, 527973585.3955517, 117965033604.7809, 26653503398.343693, 3456608711.439569, 206419245.74219123, 23193040367.862675, 7233523414852.491, 1800700952.1900299, 9035544591.207565, 40861980452.56629, 23797820127.663532, 11386485036.411482, 21609732.13525594, 5930053862.157103, 145611902063.267, 24073012.958604377, 244787939361.29904, 53674483686.61883, 15554048250.788294, 11559790673.131933, 15897674592.716991, 20903951127.442142, 2039232471.6028872, 97625780074.6474, 3459627064.689567, 254840091897.05844, 3093190828.1057863, 9323777016.45927, 101947943633589.78, 11300178736.181475, 1693281336.374022, 1431211274.1140814, 62330632887.899895, 287005208094.41644, 24052172890.541832, 10657301702946.205, 14934571091.928028, 223548149.3845651, 974202634088.1088, 296502723789.9065, 301975092728.82135, 289554542769.0273, 37199203949.693115, 52489572.771187775, 118867659.82841395, 47495343.633489616, 2990416250.7909303, 537362429.5717599, 1511396643.6369972]",0.0,0.0,0.0
11,0.9674586057662964,0.608,0.9365360621623642,1.359598e-05,0.17053472,0.0013095065,0.0,0.0,-0.46538627,5.8541484,7.4849154e-06,0.20746194,0.00017287888,0.0,0.0,1.2713997,3.6640444,14832654307.085709,57542635.33950929,305426185751.699,7586791073.10463,"[37883925618.22366, 756508590.5063721, 5264955683.857099, 489097563.4049861, 2202296668.332146, 10763691554.019653, 85694276615.52399, 1892586222.282069, 6839955710.067871, 15473432288068.69, 174883277257.24756, 220933324.41825008, 119425377515.16342, 4819360039.256691, 333141448765.2735, 127419989.54519072, 91732454208.31369, 27813645042.646797, 12354345182.552649, 98329785.90156163, 20168934238.68092, 122705231134.51158, 29633633876.46637, 541904844137.0489, 3371024120.6091404, 925095958.9207538, 422728159.28882056, 88677033552.1931, 25903305312.45309, 200190697.98622453, 27374800413.62183, 6984725406.079136, 260421302.83067313, 165238364205.81113, 30802425.3170105, 2007649697.0482862, 41218919.437978484, 2064628744.7046373, 18265700394.51867, 16015594325.113907, 29700754151.121937, 7756949121.0035515, 62534011.864416055, 4616477134.194764, 197596470538.74567, 117413623.95382063, 5319293897.012382, 24493721567.800545, 21509782990.05592, 1337741855729.8635, 88928184515.24481, 501263401.11419433, 117966493960.96379, 26653782291.272182, 3320650299.1917057, 193198150.04234672, 23193278121.98614, 7233676344237.136, 1535963914.2207644, 9035630211.19803, 40862424999.13661, 23798070993.681526, 11386595576.929428, 21036868.594839443, 5659881681.786678, 145613712941.12363, 20826373.02271083, 244791248920.71384, 53675082099.70569, 15554205556.81764, 11559902665.279503, 15897832537.781523, 20904169798.873898, 1930717971.2205145, 97626960649.1316, 3152728216.5914207, 254843557330.17096, 2958548174.775114, 9323865795.393045, 101951122080782.23, 11300289677.849026, 1616538994.55314, 1368506668.0530815, 62331343087.60255, 287009142522.1188, 24052420527.752636, 10657538072543.021, 14934721587.062027, 240249092.10372123, 974218207419.307, 296506802525.0043, 301979250250.8423, 289558512750.801, 37199610473.85307, 48900918.00995921, 111141459.52387226, 41662128.30470748, 3132925422.4685946, 506634489.2197758, 1440235089.8561773]",0.0,0.0,0.0
12,0.9674586057662964,0.585,0.9392997018827203,1.3452157e-05,0.17053473,9.26911e-05,0.0,0.0,-2.8702302,1.9783726,7.330076e-06,0.20746182,0.001334724,0.0,0.0,2.4906714,2.4467769,16974650171.789913,69788798.34474604,345666240995.79193,8972243024.26108,"[37886745051.16325, 565477658.824129, 84348606176.60834, 2386923361.866766, 2928894085.7224503, 10764396602.833658, 62144162660.99531, 9948981800.33274, 1.4100667890977302e+16, 174898612950.62814, 119435424051.18842, 216786250.3373772, 333173028186.04004, 29062112589.874786, 27815647539.423325, 134579235.22992837, 12355164385.45805, 89164072826.78897, 20170340554.24695, 88318159.85743882, 29635779520.774254, 541959425993.1952, 78878882900009.45, 18938401107.573513, 4684734112.621272, 1876227290.2234259, 543135306.7464252, 10383962400937.838, 26442788643.253742, 355329723.9943989, 165252808669.65268, 8962286263.968964, 411239888.14015, 343465004647.3935, 25102051.895554032, 3424203435.4495807, 41713953.561929904, 2191341023.3418937, 29702901684.973175, 8085082961.167572, 229167989624.6953, 197614119553.9088, 150350295.30516773, 5419986026.913136, 24495459823.35812, 118036269.3420362, 27864956446.20418, 1337893306925.925, 88935402840.82089, 117976379937.04094, 26655696698.925575, 607444088.1158388, 23194918177.571953, 382650994807.12805, 4274479057.804715, 200810883.02494803, 9036212524.264389, 40865479944.01319, 1835794522.1398506, 21773836693.472828, 11387343231.45569, 145626268498.45486, 244813634173.92047, 14765468.029965295, 8505252979.444457, 53679220065.62631, 15208009.926523205, 15555259029.752195, 11560666911.760786, 15898915090.779022, 10088828554.367718, 97634981263.69952, 103117857409.9922, 3391011344.0164347, 9324469061.104948, 4373443576.37068, 101972737806324.19, 3859598609.234997, 11301034014.036377, 62336223014.23101, 298565292358.56195, 3744563152.9639106, 5222946571.618728, 130467934227.55055, 14935731240.313917, 361079494803.7815, 974324002598.5675, 296534537026.0321, 778197424.4256343, 3627513577521.301, 37202357458.66504, 336048029660.1508, 24283903078.241108, 106506843331.71443, 77737342.52219212, 273223466.3656034, 33789545.159844406, 2356049553589.7812, 689133557.4082643, 1636933948.4248614]",0.0,0.0,0.0
13,0.9674586057662964,0.635,0.9401481123097782,1.3428168e-05,0.17053474,9.786065e-05,0.0,0.0,0.88361293,4.5074687,7.310671e-06,0.20746182,0.0013109836,0.0,0.0,2.3608627,2.5762935,16682561714.62931,68377976.53800474,340543583947.94525,8788626052.238768,"[37886347738.29131, 581995502.3543078, 84347638228.74222, 2944894590.3704534, 3408660521.661959, 10764297178.16146, 62143473118.44988, 9948890143.660881, 1.409971497252709e+16, 174896482278.09195, 119434009071.49524, 222348025.97902003, 333168533388.9359, 29061815693.344707, 27815364688.09074, 149596938.0125533, 12355049984.476793, 89163045432.01642, 20170140035.20903, 90810753.57208125, 29635475755.105522, 541951724476.6133, 78876612425638.42, 18938214941.490192, 5417561503.96945, 2405813253.734693, 639671504.0651281, 10383742168023.129, 26442522861.577827, 402594192.85553384, 165250737627.154, 11931852513.236885, 478209079.19697386, 18266784581.733894, 24915021.693969317, 4501166374.493198, 43249010.74791114, 2456575921.3850703, 29702598248.991325, 8235301795.715494, 1755712088858.457, 186873929937.45642, 175268048.65969816, 5778340414.9843, 21511075164.499, 121615036.31237009, 1337871928341.7644, 88934382273.85803, 113015413095.4457, 26655426860.87745, 44917488207.098274, 713084379.6282357, 23194683958.76138, 7234561408526.67, 4509603059.980608, 227457751.04822126, 52051163061.85665, 23799517203.85348, 1945785026.9922628, 11387238831.168356, 145624495161.51465, 502925678375477.1, 244810470404.34344, 15380477.998851081, 53678636015.237755, 15555111822.977848, 15304859.145565743, 11560559115.33964, 15898759978.396656, 10088736026.47075, 97633848586.07445, 103116651358.15176, 3923743328452.3384, 3983662617.1167035, 1452654423884.997, 4645155186.603422, 11300928971.094158, 4125019932.668229, 62335526856.58923, 298561340120.2075, 24053884503.755383, 4807249449.217961, 6510497941.341117, 14935585885.854757, 361074643926.84393, 974309028572.1584, 296530614754.0272, 302003566023.98425, 913323907.836916, 37201972979.43207, 336043536948.85815, 24283656742.35937, 106505591174.79115, 76920087975.03505, 91862022.21202645, 331175943.21345276, 34442796.58797592, 10118866599.289165, 709116223.9641025, 1675818292.1915765]",0.0,0.0,0.0
14,0.9685639142990112,0.605,0.9391964910787172,1.3485935e-05,0.17053473,0.00013459228,0.0,0.0,-1.1237516,0.23160744,7.3469e-06,0.20746182,0.0011876044,0.0,0.0,2.4800375,2.4571528,17057057983.287275,76115550.14178154,339903540005.9678,9048094951.198097,"[37886889135.87852, 580599931.6291813, 84348974070.48312, 2091965773.2397573, 2482728421.085681, 10764433887.817255, 62144426440.78471, 8484460533.7691765, 8557409451.848362, 1.4101027027619014e+16, 174899436123.2646, 189128696.31508467, 119435963085.11267, 333174736201.35, 29062229086.012867, 115773848.2483584, 27815748216.173042, 12355209013.321207, 89164467385.24762, 77188729.88906027, 122716115981.53792, 29635898309.554058, 541962303293.7997, 78879736548632.14, 3961345159.021169, 1623648224.241691, 463755432.7498823, 25905247923.31817, 10384045068623.54, 308409926.0826997, 26442894408.432255, 8117651427.139602, 366014136.7633009, 11932008031.674301, 21781941.917101588, 2923988718.6723604, 41536106.42667538, 2015394645.8590064, 16016739220.3057, 8220784946.3504925, 29703015517.476784, 229169104081.34784, 135117556.3298793, 4828757659.717871, 186877158637.79855, 117439994.9485004, 21511367896.869152, 27865066373.57626, 1337901357352.5317, 88935800269.98888, 117976920001.37158, 516723692.1305496, 44918148819.09521, 23195001941.476894, 3762474012.6693034, 170987685.47310385, 12069983260.267185, 9036243504.930923, 1551265558.9621265, 23799842088.83429, 21773918660.442917, 11387383199.53174, 145626938443.96762, 15276133.616739903, 7273875701.391378, 244814826603.6935, 13596486.970884308, 545313528813.51306, 15555314344.126516, 11560707203.607624, 15898971524.713562, 10088863324.846577, 97635413269.68228, 2940114846.9467516, 254868201967.2194, 3738088559.8582234, 9324501130.534319, 3295010762.8980093, 26853193866.651005, 11301073322.209349, 62336485404.81344, 3203864796.2321315, 4747952965.757428, 24054218698.257034, 130468534183.2247, 14935785134.252617, 361081344134.7356, 974329701206.9784, 687761242.0505432, 302009095414.925, 3627538527006.986, 37202512357.80977, 336049680668.11615, 24283994991.731438, 69573912.80311395, 234279309.1171408, 30660578.12784195, 76921274281.31279, 708509151.4067513, 1635330009.5989685]",0.0,0.0,0.0
15,0.9674586057662964,0.605,0.9359675367030557,1.3650631e-05,0.17053464,0.0014912627,0.0,0.0,-1.2241765,0.3308506,7.39351e-06,0.20746219,0.00066887384,0.0,0.0,-2.2113853,0.8650813,14817330622.207142,53785881.734036885,321952003761.4387,7462318021.559387,"[37883465138.154076, 692029754.2109566, 6086912518.117088, 605802144.6969099, 3178213164.5798864, 10763573964.443953, 85693110982.99641, 3054055773.988067, 9948226375.03391, 1.4092807524562636e+16, 174880722891.46454, 315888807.73447067, 119423705711.23691, 7141621640.803358, 29059664081.557854, 186919143.05691475, 27813313423.721455, 48826278020.97312, 12354208680.138739, 128052074.94982316, 20168701618.19821, 29633280149.26009, 199014235667.9615, 541895743479.46045, 5508911124.653799, 1439958801.6822894, 630222457.3889085, 25902996928.900524, 9628692359852.855, 287071397.8922681, 26440587885.04588, 165235974473.1009, 327091788.0486399, 11931044907.238033, 38009014.35126933, 3154285790.357172, 34167520.46234205, 3101595852.5544133, 16015410827.915043, 29700396445.780247, 52830698576.27784, 1755500978377.8079, 73935003.66805169, 8249089414.61502, 153075049345.665, 98975981.70482638, 8397123889.362458, 27862621171.4102, 1337716503428.7124, 88926966255.27127, 117964815509.7952, 711559409.8891413, 44914005777.356705, 23193006625.06347, 4781624580.449639, 270722375.36760336, 12069009427.219915, 9035533138.269272, 2704358743.929761, 23797789373.38611, 21772053153.386604, 11386470177.003534, 145611652890.14212, 17573655.07701839, 244787523351.11688, 53674401223.4239, 29767146.786689017, 15554026674.377295, 11559775926.828756, 15897653669.55377, 20903923933.845257, 10088060697.346354, 103107907060.82933, 2943424759.8281546, 3923216641027.8735, 5299398131.775283, 1452484030786.7146, 4624434525.733793, 11300163827.653622, 1725630498139.0427, 62330534001.500946, 2428916641.0857353, 1958423582.1514654, 24052137351.60167, 10657269841276.559, 14934551897.800781, 974200686210.7189, 296502116808.4542, 269456901.63853395, 301974596394.00037, 289553969620.9871, 37199146347.474464, 24281892515.402157, 106496523886.83296, 62580800.1726567, 154627385.58961338, 58631722.88379875, 4316645073.4031725, 629337326.725943, 1428567061.6637328]",0.0,0.0,0.0
16,0.9663366675376892,0.559,0.9316022002378112,1.3681472e-05,0.1705345,0.003029406,0.0,0.0,-1.3802916,0.48636818,7.386014e-06,0.20746256,0.0017965322,0.0,0.0,-1.673368,0.3273921,13726220867.01173,46066899.03886497,285654588315.41626,6498325769.523027,"[37882290204.77818, 677580016.819122, 84337804381.33354, 1076035228.3868973, 7174746287.894348, 10763277852.046997, 62136470827.64137, 5505636095.044698, 15471997237867.91, 174874311453.6623, 249436390031.19467, 632780690.7006447, 333123009887.4767, 29058790518.545086, 91728079548.68478, 364113512.32481396, 48824730558.24701, 12353866098.23457, 20168117585.413635, 236129026.5079213, 29632384285.209717, 199006842881.79526, 541873022718.4908, 18936327251.79623, 88672822590.44138, 3210156636.3234386, 1447940251.7513988, 10381492118325.334, 26439795122.75837, 551969203.5952704, 165229966228.0725, 11930716010.627552, 547344172.6033444, 18264969438.398815, 67753045.75960506, 6664788731.7967005, 31797123.49863861, 6782536790.784823, 29699500936.898968, 229135094654.61026, 197586231535.66733, 186850041850.7096, 121892017.84622788, 21508904495.78742, 27861788094.822384, 93804353.52336848, 88923967431.00708, 113001769858.371, 26652675518.649765, 44912588334.74345, 23192324652.11132, 1496352476.5309377, 7233073360185.071, 9035290596.062757, 52045401673.35183, 514720976.0620095, 23797091484.10701, 11386157482.448719, 6353463347.023119, 145606439198.50208, 244778202761.51056, 53672669736.70391, 545223644531.4276, 16387607.379988058, 15553589221.498365, 11559459062.665909, 57877396.04223325, 20903316251.510338, 10087788684.546103, 103104351505.1407, 254829925687.30743, 9323513532.245432, 1452414831173.3745, 5541457579.006477, 11299856585.156134, 1725546239617.4229, 62328504791.83914, 286993496247.8317, 24051431018.860252, 10656600354828.814, 14934133023.33482, 4242641805.7941523, 3278456614.2257485, 296490620315.86646, 301962750130.42596, 3626769761142.5996, 37198001708.24788, 335997470202.2444, 451939004.0366272, 106492843730.92389, 76911206939.9272, 12180014132511.936, 10117916220.721767, 97206744636.215, 105283253.82279749, 276893129.99107623, 108063453.70291004, 7538814642.247482, 604042803.1076105, 1387022000.9043086]",0.0,0.0,0.0
17,0.9670394659042358,0.55,0.9293569528410877,1.3616616e-05,0.17053448,0.0037997272,0.0,0.0,0.9658289,4.4202495,7.344714e-06,0.2074627,0.003561833,0.0,0.0,1.235956,3.698804,12597910098.910843,47854394.06517471,265890481634.09296,5977818840.354065,"[37881191248.536255, 618004653.3943076, 84335145834.85872, 6503203049.849739, 10763005619.645554, 85687533915.0928, 9947704804.68965, 15471037985900.389, 174868337929.53488, 249427513689.92233, 119415609052.31439, 2056512946.9480736, 29057978273.71017, 91725170598.30765, 27811703780.276745, 1506548519.7376935, 12353548907.159193, 20167572558.833588, 122695154752.54979, 748506016.4854763, 198999909866.7764, 541851749285.27606, 18935815919.719086, 88670016733.44753, 25901507517.55395, 10380884587492.729, 5646602561.536167, 26439063880.78784, 165224334249.3288, 2269887257.709578, 11930406386.237196, 18264476154.734116, 2030855284.473521, 16014532617.54689, 219555135.85639632, 29698657903.363777, 42293673.40779673, 1755334841494.0657, 186843627684.2988, 8464003496.600277, 24492026678.874893, 21508317933.315052, 460852988.00785685, 1337594608808.558, 88921150682.86745, 121594382.27289586, 26651928559.477047, 44911273940.04035, 23191688671.64426, 382578173078.0216, 12068366369.22965, 5134820280.091868, 52043841294.89897, 23796435363.977226, 21770820701.03751, 1949889090.6111999, 145601562312.40598, 502673901801463.4, 244769458260.6924, 53671062250.10165, 15553179099.266047, 11559162443.520115, 15896778666.053875, 15740996.475630183, 20902745405.676083, 10087532916.272549, 191531044.81838676, 103101029457.24913, 3922802510269.0635, 9323278136.310127, 101930090530419.38, 11299564346.460934, 1725467460882.2217, 62326604735.29629, 286983115744.234, 24050768568.108547, 10655972395313.69, 14933740133.980625, 974115260471.6041, 296479777439.7972, 301951765269.06757, 3626586328172.3105, 37196930444.25671, 335985047795.9158, 24280508937.530247, 106489389876.3008, 76908811889.90614, 2355482253711.1714, 2119908672.6467924, 97203635043.51462, 14924958937.50738, 262362701122.45444, 13615296400.463875, 29720907961.60199, 399891974.6706763, 1253629592.1399758, 342843403.7585759, 42105136605.99829, 734025866.2144263, 1661289190.3237202]",0.0,0.0,0.0
18,0.9674586057662964,0.585,0.9383569939122077,1.3758517e-05,0.17053449,0.0015398955,0.0,0.0,-0.67560935,6.06356,7.4249956e-06,0.20746274,0.0003894483,0.0,0.0,-0.47407722,5.4105654,14218272897.96194,51679263.59355944,287753199891.32697,7015185863.33376,"[37882824854.61476, 779359739.0597765, 4715183466.635595, 495740910.4916712, 2795637333.667031, 10763412561.855942, 85691530678.27074, 2250831939.7733397, 9948079766.734232, 1.4091276002661662e+16, 174877233524.6793, 291226050.55812454, 119421424720.35242, 5769416002.20795, 29059192038.994896, 154155955.66559136, 27812859087.673325, 48825438618.13224, 12354023610.705437, 120830361.59804776, 20168381510.463154, 29632793265.27886, 199010189693.63574, 541883274083.6901, 4625856755.514422, 1127428695.6883879, 560163892.2292953, 25902571591.586716, 9628366275140.912, 240904641.5065207, 26440154062.3176, 165232702367.25983, 304004945.86356413, 11930862908.406818, 36657079.47919173, 2398844402.5205445, 39817466.90027184, 2785919887.83357, 16015162240.452755, 29699903079.431614, 52829772676.99407, 1755454152089.311, 69643501.29622294, 6884546145.439639, 153072042179.55115, 114128289.70100754, 6301776720.332379, 27862164932.269894, 1337682260714.9165, 88925320401.41208, 117962589221.72458, 635447975.8263673, 44913237182.279724, 23192633877.216503, 4154694452.100754, 231647766.7381037, 12068828896.016838, 9035400799.988684, 2338341762.1287117, 23797409974.149403, 21771703917.023335, 11386297227.792137, 145608808565.2268, 20457949.742923375, 7215138759.887172, 244782394435.5559, 28793153.675475515, 545234049937.0546, 15553789452.352343, 11559604119.985065, 15897405947.938522, 10087912476.177752, 97623773999.92259, 2307643443.270057, 254834319636.8873, 4499091607.799879, 9323627874.97329, 3930067978.134772, 26850412788.993668, 11299996762.390165, 62329425257.85676, 1916339083.2660956, 1599576737.5494993, 24051752598.30383, 130452496112.18188, 14934322655.010113, 361031324538.4236, 974176647320.4974, 229681469.36049914, 301968110082.59937, 3626858585480.4775, 37198523015.82267, 336003526311.1041, 24281505530.13705, 58345427.78707535, 132172712.4553493, 56387783.39495957, 3366621410.9948335, 607815485.7506719, 1582823675.9068718]",0.0,0.0,0.0
19,0.9670394659042358,0.495,0.927360158685299,1.3879502e-05,0.17053443,0.0043016104,0.0,0.0,-1.5948269,0.7020359,7.5540006e-06,0.20746286,0.003119161,0.0,0.0,-1.7869525,0.44259596,12431614871.0851,40219585.35773672,238020128926.29544,5718616856.336067,"[37880804461.82784, 541048411.8139713, 84334190774.23964, 1896840555.7968137, 10762907558.336306, 85686562153.26254, 9947614359.792667, 15470696115937.709, 174866198832.9097, 249424316699.78992, 119414214300.18388, 1025559098.4408522, 29057686353.195732, 91724119725.74536, 27811425252.30983, 633084809.0268137, 12353433156.342094, 20167375886.877907, 122693718715.8505, 353558705.2922453, 198997474434.1268, 541844094823.0538, 18935633056.44807, 88669003742.9923, 25901250018.215843, 6258003768.149343, 2605086457.500071, 26438799922.332237, 165222349499.15668, 971692213.1835117, 11930297928.334234, 343395938444.46564, 925810724.9816241, 16014382070.36528, 100005910.31905662, 29698357976.28623, 23491562.419578556, 229124088526.34848, 197576922950.63416, 7514345161.058771, 153062498974.22824, 21508106741.55255, 192218552.85916603, 1337573488562.651, 88920140949.47945, 72056547.38203266, 117955462096.79883, 26651662866.34024, 44910795242.28738, 23191457030.008408, 7232527479314.837, 2463942409.850831, 9034982855.176847, 40859027864.50374, 23796201258.887886, 863751141.1964276, 11385759204.91271, 145599812096.11203, 244766374476.0327, 53670495633.93581, 545194503267.68805, 15553029618.60359, 11559056859.478373, 12116999.996188145, 15896632318.262527, 10087441261.579666, 84344444.56403768, 103099847002.01059, 254817553281.37054, 9323194058.035603, 1452326842411.6355, 26849031869.959152, 11299462536.418873, 62325922084.45328, 298506230618.88855, 24050530056.984207, 130444537519.09477, 14933597203.162878, 361006482594.3126, 974100679496.2443, 296475927596.97003, 8069619367.196416, 5524067302.160085, 289528458428.1478, 37196547527.843155, 24280270129.153133, 106488155094.01979, 76907945050.34291, 751110315.9775045, 2355442094945.5474, 10117566780.902683, 14924816371.16034, 262359296492.2902, 1100276215192.5251, 160713647.3243665, 455092401.775492, 154808248.81011203, 64968237814.061226, 487249037.35959995, 1155389057.61277]",0.0,0.0,0.0
20,0.9691660404205322,0.556,0.9215984102913496,1.3385164e-05,0.17053461,0.0051522413,0.0,0.0,1.477126,3.9127727,7.091347e-06,0.20746203,0.0049968446,0.0,0.0,1.6951869,3.2417598,12539471664.134636,34825438.44812709,258930120278.933,5623070186.756316,"[37881085060.503006, 602562683.0268741, 84334875225.88013, 36291654596.64373, 10762977019.527752, 62134368689.79752, 9947678396.63727, 1.4087108894572894e+16, 174867678341.70822, 119415195780.51239, 333109422527.5551, 3616777060.604651, 29057890764.591854, 27811620953.28328, 48823133649.749825, 3002486612.178858, 89149470002.69885, 20167514112.20225, 29631460245.50044, 1276348802.3186116, 541849540281.4367, 78846528690914.75, 18935763907.04611, 25901430354.634308, 9627481482110.186, 27372815197.264324, 26438985973.91644, 165223752720.5788, 11930374037.434208, 4688427441.986984, 18264425112.46086, 16014486587.982136, 3583597743.7033095, 29698575960.761463, 291066377.9955115, 229126142387.79678, 48093133.82004518, 186842967977.933, 153063840571.01965, 8321427412.228167, 21508255460.589203, 1337588541247.457, 739059967.6492397, 88920835905.70364, 117956456211.05981, 135670555.99238318, 44911126275.34203, 23191623792.110714, 382576683896.4268, 12068333752.085327, 9035040168.233597, 40859323155.834496, 23796364357.614452, 11385834295.4064, 145601040585.84732, 3798343339.6905065, 244768576201.68094, 53670902548.39093, 545199989337.11316, 15553136058.853168, 11559131696.745775, 15896736602.852764, 10087506159.005123, 15507732.662593445, 97618828561.62936, 103100682439.46684, 263135008.06163263, 9323253575.90788, 1452343058578.2058, 26849219576.713158, 11299534682.812853, 62326398724.887596, 298508967903.25104, 24050698358.98063, 130445635790.279, 14933698896.187414, 361009894485.5205, 974111023134.5481, 296478642508.57556, 301950628367.4244, 289531098754.64014, 37196816285.65768, 24280435794.545303, 106489039987.00795, 76908545981.85307, 12179207207984.604, 10117632066.002731, 97203319724.73358, 3697697718.313534, 262361678830.14542, 1100288100695.8804, 13615258230.972822, 64968745458.128296, 775180562672.4889, 685868813.7360222, 2203789784.0938215, 422059402.6396299, 94401122822.89633, 710830515.6297008, 1648184174.1955934]",0.0,0.0,0.0
